Crash_ID,Entry_Personnel,FIR_No,PS_Name,Date_Of_Crash,Victim_Vehicle_Type,VICTIMS_DP,Impacting_VehOrObject,OFFENDING_VEHICLE_DP,Note
3710,Anisha,227,DWARKANORTH,16-04-2021,M3W,Other,Car,Unknown,An E-rickshaw was been hit by a car. The E-rickshaw driver was been taken to the hospital where he was been treated.
3715,Anisha,813,DWARKANORTH,17-11-2021,Car,Car,MTW,Car,A car was been hit by a motorcyclist. The car's driver and the motorcyclist were been taken to the hospital where the motorcyclist was treated and then he ran away from there. The car's driver was later checked because beds were not available in the hospital where doctor declared him as brought dead.
3720,Anisha,246,DWARKASOUTH,05-06-2021,Pedestrian,Truck/Tractor,Truck/Tractor,Unknown,A pedestrian was been hit by a truck. The victim was been taken to the hospital where he was treated.
3724,Anisha,308,DWARKASOUTH,27-06-2021,Pedestrian,MTW,Unknown,Unknown,A motorcyclist was been hit by an unknown vehicle and the victim was been taken to the hospital where the doctor declared as patient unfit to give statement.
3740,Anisha,515,FATEHPURBERI,05-12-2021,MTW,MTW,Car,Truck/Tractor,A motorcyclist and the pillion rider were been hit by a car and ran away from the spot. The victim was been taken to the hospital where the doctor decared as brought dead.
3743,Anisha,2,GAJIPUR,05-01-2021,Car,MTW,Other,Truck/Tractor,A motorcyclist and a hand cart puller were been hit by a car. They were taken to the hospital where they were treated.
3749,Anisha,196,GAJIPUR,18-05-2021,MTW,MTW,M3W,Other,A motorcyclist and a pillion rider were been hit by a Electric rickshaw. The motorcyclist and the pillion rider were taken to the hospital  where they were treated.
3750,Anisha,482,GAJIPUR,29-09-2021,Pedestrian,Pedestrian,Unknown,M3W,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where the doctor declared the victim as brought dead.
3757,Anisha,342,GANDHINAGAR,01-08-2021,MTW,Pedestrian,Unknown,Unknown,A motorcyclist and a pillion rider were been hit by an unknown vehicle. They were taken to the hospital where the pillion rider was declared as  dead during the treatment and the motorcyclist was been treated.
3759,Anisha,33,GEETACOLONY,21-01-2021,Pedestrian,M3W,M3W,Unknown,"A pedestrian was been hit by a auto rickshaw. When taken to the hospital, the victim was declared as brought dead."
3762,Anisha,578,GEETACOLONY,24-10-2021,MTW,Pedestrian,Car,MTW,A motorcyclist and a pillion rider were been hit by a car from behind. The victims were taken to the hospital where the motorcyclist was declared as brought dead and the pillion rider was treated.
3763,Anisha,674,GEETACOLONY,04-12-2021,Unknown,Pedestrian,MTW,Unknown,A motorcyclist was been hit by an unknown vehicle. The victim was taken to the hospital where the victim was declared as unfit for the statement.
3764,Anisha,502,GEETACOLONY,14-09-2021,MTW,MTW,MTW,Unknown,A motorcylcist was been hit by another motorcycle. The victim was taken to the hospital where the victim was declared as unfit for the statement.
3773,Anisha,294,GREATERKAILASH,05-11-2021,MTW,MTW,Other,Unknown,A motorcyclist got hit into the fixed object. The victin was taken to the hospital where he was treated.
3777,Anisha,186,GTBENCLAVE,20-06-2021,Pedestrian,Car,Car,Car,A car and a pedestrian were been hit by another car and due to which the car got overturn. The victims were taken to the hospital where  they were treated.
3783,Anisha,255,GULABIBAGH,01-09-2021,Pedestrian,Pedestrian,Car,Unknown,A pedestrian was been hit by a car. The victim was taken to the hospital where he died during the treatment.
3784,Anisha,332,GULABIBAGH,30-11-2020,Truck/Tractor,Pedestrian,Unknown,Unknown,A truck was been hit by an unknown vehicle. The victim was declared as brought dead when taken to the hospital.
3785,Anisha,59,HARINAGAR,18-02-2021,M3W,Other,Truck/Tractor,Truck/Tractor,"An E-rickshaw, it's pillion rider and a pedestrian were been hit by tempo. The victims were taken to the hospital where the E-rickshaw driver was declared as brought dead and the other were treated."
3785,Anisha,59,HARINAGAR,18-02-2021,M3W,Other,Truck/Tractor,Truck/Tractor,"An E-rickshaw, it's pillion rider and a pedestrian were been hit by tempo. The victims were taken to the hospital where the E-rickshaw driver was declared as brought dead and the other were treated."
3786,Anisha,73,HARINAGAR,27-02-2022,MTW,MTW,Car,Unknown,A motorcyclist and a pillion rider were been hit by a car from right side. The motorcyclist was taken to the hospital where he was declared as unfit for statement.
3786,Anisha,73,HARINAGAR,27-02-2022,MTW,MTW,Car,Unknown,A motorcyclist and a pillion rider were been hit by a car from right side. The motorcyclist was taken to the hospital where he was declared as unfit for statement.
3788,Anisha,13,HARINAGAR,14-01-2021,Pedestrian,Pedestrian,Truck/Tractor,Bus,A pedestrian was been hit by a tempo. The victim was taken to the hospital by the same tempo where the doctor declared as unfit for statement.
3788,Anisha,13,HARINAGAR,14-01-2021,Pedestrian,Pedestrian,Truck/Tractor,Bus,A pedestrian was been hit by a tempo. The victim was taken to the hospital by the same tempo where the doctor declared as unfit for statement.
3791,Anisha,298,HARSHVIHAR,02-05-2021,Pedestrian,Pedestrian,Unknown,Truck/Tractor,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where he was declared as brought dead.
3794,Anisha,75,HAUZKHAS,03-03-2021,Car,Pedestrian,M3W,Car,A rickshaw was been hit by a Eco van. The victim was taken to the hospital where the doctor declared the victim as unfit for statement.
3819,Anisha,351,INDERPURI,19-10-2021,Pedestrian,Pedestrian,MTW,Unknown,A pedestrian was been hit by a motorcycle. The victim was taken to the hospital where the doctor declared as unfit for statement.
3821,Anisha,435,INDERPURI,25-11-2021,Car,Car,Not Applicable,Unknown,A car was been self crashed. The driver and the passenger were been taken to the hospital where the driver was declared as brought dead and the passenger was unfit for statement.
3822,Anisha,307,INDERPURI,08-09-2021,MTW,Pedestrian,Other,Unknown,A motorcyclist got hit to a cow. The motorcyclist was taken to the hospital where the victim was declared as unfit for statement.
3836,Anisha,498,JAGATPURI,29-06-2021,Car,Pedestrian,Not Applicable,Unknown,A van was self overturned on the spot. The victims were taken to the hospital where one of the victim died during the treatment and the other was declared as unfit for statement.
3849,Anisha,590,JAHANGIRPURI,17-06-2021,M3W,M3W,Unknown,Truck/Tractor,A TSR was been hit by an unknown vehicle. The victim was taken to the hospital where the victim was treated.
3853,Anisha,806,JAHANGIRPURI,08-09-2021,Car,Truck/Tractor,Unknown,Unknown,"A car was been hit by another car. The car's driver was injured and was leaning out of the window. The victim was taken to the hospital where after checking the victim, the doctor declared him as brought dead."
3856,Anisha,759,JAHANGIRPURI,13-08-2021,Pedestrian,Pedestrian,Car,Truck/Tractor,A pedestrian was been hit by a car which was coming at a very high speed. The victim was taken to the hospital where he was declared dead.
3859,Anisha,825,JAHANGIRPURI,19-09-2021,MTW,Pedestrian,Not Applicable,Unknown,A motorcylist was self injured and was taken to the hospital where he was treated.
3862,Anisha,893,JAHANGIRPURI,13-10-2021,MTW,Pedestrian,Truck/Tractor,Truck/Tractor,A motorcyclist was been hit by a truck from behind. The victim's shirt got tangled into the tyre of the truck and got dragged on the road along with the truck. The victim was taken to the hospital where he was declared as brought dead.
3863,Anisha,893,JAHANGIRPURI,23-10-2021,Truck/Tractor,Pedestrian,Fixed object,Truck/Tractor,A tempo got hit on the median as the tempo's driver was driving at a very high speed. The vehicle's passenger was injured and was taken to the hospital where he was declared as brought dead.
3864,Anisha,895,JAHANGIRPURI,26-10-2021,M3W,Other,Truck/Tractor,Truck/Tractor,An E-rickshaw was been hit by a tempo from behind. The passenger of the E-rickshaw fell on the road and her head came under the tyre of the tempo. The victim was taken to the hspital where he was declared as brought dead.
3865,Anisha,74,JAITPUR,19-02-2021,Pedestrian,M3W,Unknown,Unknown,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where he was declared as brought dead.
3867,Anisha,489,JAITPUR,24-10-2021,MTW,MTW,Car,M3W,A scooty was been hit by a car. The motorcylcist was been taken to the hospital where he was treated
3869,Anisha,290,JAMAMASJID,,Pedestrian,Pedestrian,Car,Unknown,A pedestrian was been hit by a car. The victim was taken to the hospital where he was unfit for statement as said by the doctor.
3877,Anisha,535,JANAKPURI,01-11-2021,MTW,MTW,Car,Truck/Tractor,A motorcyclist was been hit by a van. The motorcyclist was been taken to the hospital where he was unfit for statement as said by the doctor.
3878,Anisha,536,JANAKPURI,03-11-2021,Pedestrian,Pedestrian,Car,Unknown,A pedestrian was been hit by a Fortuner car. The victim was taken to the hospital where he was declared as brought dead.
3879,Anisha,584,JANAKPURI,03-12-2021,Car,Car,Fixed object,Unknown,A car was been hit by the divider. The victims were taken to the hospital where they were unfit for statement.
3883,Anisha,398,JYOTINAGAR,04-08-2021,MTW,MTW,Not Applicable,Unknown,A motorcyclist and a pillion rider were self fall and got injured. The victims were taken to the hospital where the mtorcyclist was declared as brought dead and the pillion rider was unfit for statement.
3891,Anisha,105,KALINDIKUNJ,28-02-2021,Unknown,Car,Bicycle,Unknown,A cyclist was been hit by an unknown vehicle. The victim was been taken to the hospital where he was treated.
3901,Anisha,735,KALKAJI,25-10-2021,M3W,Truck/Tractor,Car,Car,An auto was been hit by a speeding car which was coming from behind. The auto driver died on the spot and the passengers of auto rickshaw were injured.
3902,Anisha,31,KALKAJI,20-01-2021,Truck/Tractor,Truck/Tractor,Car,Truck/Tractor,A car was been hit by a truck from behind. The victim and the passenger of the car got injured and were taken to the hospital where they were declared as unfit for statement.
3906,Anisha,206,KALYANPURI,13-05-2021,MTW,MTW,Not Applicable,Unknown,A motorcyclist was self injured and was taken to the hospital where he was declared as patient unfit for statement as said by the doctor.
3908,Anisha,321,KALYANPURI,08-07-2021,MTW,MTW,Truck/Tractor,Unknown,A motorcyclist was been hit by a heavy vehicle from behind. The victim was taken to the hospital where he was declared as brought dead.
3915,Anisha,44,KANJHAWALA,26-01-2021,MTW,MTW,MTW,Unknown,Two motorcycles were found in an accidental condition. The victims were taken to the hospital where one of the motorcyclist was declared as brought dead and the other were they were unfit for statement.
3916,Anisha,88,KANJHAWALA,20-02-2021,MTW,MTW,Truck/Tractor,Car,A motorcyclist was been hit by a tempo. The victim was injured and was been taken to the hospital where he was declared as brought dead.
3918,Anisha,265,KANJHAWALA,05-05-2021,Pedestrian,Pedestrian,Unknown,MTW,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where he was declared as brought dead.
3922,Anisha,530,KANJHAWALA,08-08-2021,Bus,Pedestrian,Other,Bus,"A bus passenger fell and got injured when the bus driver suddenly moved his vehicle ahead. The passenger fell and got injured and was not taken to the hospital on the day of incident. After 1 day, the victim's condition got critical and was taken to the hospital where he died during the treatment."
3935,Anisha,229,KAPASHERA,28-05-2021,MTW,MTW,Unknown,MTW,A motorcyclist was been hit by an unknown vehicle. The victim was been  taken to the hospital where he was unfit to give statement.
3938,Anisha,337,KAPASHERA,26-08-2021,Pedestrian,Pedestrian,Truck/Tractor,Unknown,A pedestrian was been hit by a tempo and the victim was death on the spot.
3939,Anisha,370,KAPASHERA,04-10-2021,Bicycle,Bicycle,Pedestrian,Unknown,A cyclist was been hit by an unknown vehicle. The victim was been taken to the hospital where he was treated.
3941,Anisha,395,KAPASHERA,22-10-2021,MTW,MTW,Unknown,Truck/Tractor,A motorcyclist was been hit by an unknown vehicle and was dead on the spot.
3943,Anisha,148,KARAWALNAGAR,09-04-2021,Pedestrian,Pedestrian,Unknown,Truck/Tractor,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where he was declared as brought dead.
3945,Anisha,64,KAROLBAGH,23-02-2021,Car,Car,Car,Unknown,A car's driver got disbalanced on the cut of the road and he hitted the parked vehicle whose driver was there in the car. The parked vehicle's driver was taken out and was injured. The victim was taken to the hospital where he was declared as brought dead.
3954,Anisha,353,KASHMIRIGATE,25-06-2021,Pedestrian,Pedestrian,Truck/Tractor,Unknown,A pedestrian was been hit by a truck. The victim was injured and died on the spot.
3961,Anisha,540,KESHAVPURAM,13-08-2021,M3W,M3W,Not Applicable,Unknown,An E-rickshaw driver got self injured as it's vehicle got overturn. The victim was taken to the hospital where he was declared as brought dead.
3963,Anisha,723,KESHAVPURAM,18-11-2021,MTW,MTW,Unknown,M3W,A motorcyclist was been hit by an unknown vehhicle. The victim was taken to the hospital where he was unconscious.
3969,Anisha,314,KHAZOORI,16-06-2021,MTW,MTW,Not Applicable,Unknown,A motorcyclist was delf injured and was taken to the hospital where he was declared as brought dead.
3972,Anisha,47,KIRTINAGAR,05-02-2021,MTW,MTW,Truck/Tractor,Unknown,A motorcyclist and a pillion rider were been hit by a truck. The victims were taken to the hospital where the pillion rider was declared as brought dead and the motorcyclist was treated.
3973,Anisha,404,KIRTINAGAR,22-08-2021,MTW,MTW,M3W,Other,A motorcyclist and a pillion rider were been hit by an E-rickshaw who was coming in the wrong direction. The victims were taken to the hospital where the pillion rider was declared as brought dead and the motorcyclist was treated and then gave his statement.
3978,Anisha,1,KISHANGARH,01-01-2021,MTW,MTW,Unknown,Car,A motorcyclist was been hit by an unknown vehicle. The victim was taken to the hospital by PCR car where he was declared as brought dead.
3980,Anisha,45,KISHANGARH,22-01-2021,Pedestrian,MTW,Unknown,Unknown,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where he died during the treatment.
3983,Anisha,335,KISHANGARH,25-09-2021,Pedestrian,Pedestrian,Unknown,MTW,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where he was unfit for statement.
3986,Anisha,119,KOTLAMUBARAKPUR,10-03-2021,Pedestrian,Car,Car,Car,A disembarked vehicle occupant parked his vehicle and was heading towards the public washroom when a speeding BMW car hitted him and ran away from the site. The victim was taken to the hospital where he was declared as brought dead.
3992,Anisha,533,KOTWALI,10-06-2021,M3W,Pedestrian,Bus,Unknown,A pedestrian was been hit by a mini bus. The victim was taken to the hospital where he was unfit to give statement.
3992,Anisha,533,KOTWALI,10-06-2021,M3W,Pedestrian,Bus,Unknown,A pedestrian was been hit by a mini bus. The victim was taken to the hospital where he was unfit to give statement.
3992,Anisha,533,KOTWALI,10-06-2021,Pedestrian,Pedestrian,Bus,Unknown,A pedestrian was been hit by a mini bus. The victim was taken to the hospital where he was unfit to give statement.
3997,Anisha,853,KOTWALI,14-09-2021,Bus,Other,M3W,Bus,An Electric Rickshaw driver was been hit by a bus from behind. The victim was taken to the hospital where he was declared as brought dead.
4001,Anisha,724,KRISHNANAGAR,07-11-2021,Pedestrian,Pedestrian,MTW,Unknown,A pedestrian was been hit by a motorcycle. The victim was taken to the hospital where she was treated
4006,Anisha,396,LAHORIGATE,15-07-2021,Pedestrian,Pedestrian,Unknown,Truck/Tractor,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where he was declared as brought dead.
4009,Anisha,324,LAJPATNAGAR,20-08-2021,Pedestrian,MTW,Truck/Tractor,Truck/Tractor,A disembarked vehicle occupant was been hit by a temp who was coming at a very high speed. The victim fell and was lying on the road. He was taken to the hopsital where he was declared as brought dead.
4013,Anisha,14,MADHUVIHAR,16-01-2021,MTW,Pedestrian,Unknown,Unknown,A motorcyclist was been hit by a heavy vehicle. The victim was injured and was taken to the hospital by PCR van where he was unfit to give statement.
4014,Anisha,58,MADHUVIHAR,16-03-2021,Pedestrian,Pedestrian,Truck/Tractor,MTW,The pedestrians were been hit by a motorcyclist and then one of the pedestrians was been crushed by a truck. The victims were injured ad were taken to the hospital where they were treated.
4036,Anisha,146,CONNAUGHTPLACE,02-08-2021,MTW,Pedestrian,Not Applicable,MTW,A motorcyclist and the pillion riders were self falled from the motorcycle and were injured. The victims were taken to the hospital where they were unfit to give statement.
4037,Anisha,15,GEETACOLONY,08-01-2021,MTW,MTW,Fixed object,Unknown,A motocyclist and a pillion rider were been hit by the divider. The victims were injured and were taken to the hopsital where they were unfit to give statement.
4042,Anisha,118,ANANDVIHAR,20-05-2021,Car,Car,MTW,Car,A motorcyclist was been hit by a car and was injured. The victim was taken to the hospital where he was treated.
4043,Anisha,247,JAGATPURI,29-06-2021,Truck/Tractor,Truck/Tractor,Not Applicable,M3W,A tempo was been self overturned and it's driver and one unknown person fell from the flyover and were injured. The victims were taken to the hospital where the tempo's driver died during the treatment.
4051,Anisha,6,ALIPUR,03-01-2021,MTW,MTW,Unknown,Car,The victim was hitted by an unknown vehicle and ran away from the site. The victim was identified by one of his neighbour and he was taken to the hospital by his car. After reached at the hospital the doctor decalred brought dead to the victim.
3448,Ashwani,105,MANGOLPURI,11-02-2021,Car,Pedestrian,Unknown,Car,A car crashed due to unknown reasons killing the driver .
3450,Ashwani,715,MUNDKA,12-07-2021,MTW,MTW,Truck/Tractor,Unknown,"A bike was hit by unknown truck , the pillion rider was injured and later died ."
3453,Ashwani,465,PAHARGANJ,26-11-2021,Pedestrian,Pedestrian,Unknown,Truck/Tractor,A pedestrian was hit by a unknown truck .
3447,Ashwani,473,MOTINAGAR,04-08-2021,MTW,Pedestrian,Other,Unknown,Scooty slipped on road injuring the rider . No other details available .
3448,Ashwani,499,MOTINAGAR,16-08-2021,Other,Other,M3W,Truck/Tractor,Rickshaw puller was hit by tempo . Which resulted in death of the rickshaw puller.
3449,Ashwani,613,MOTINAGAR,13-10-2021,Pedestrian,Pedestrian,Car,Truck/Tractor,"One pedestrian hit by EECO car , she died on the spot . After the incident EECO car driver fled from the spot ."
3463,Ashwani,714,MUNDKA,11-07-2021,MTW,MTW,Car,Truck/Tractor,Bike and car were found in accidental condition . Bike rider was taken to hospital were he was declared DOA . Car driver was not found .
