Auto_Date,Auto_Time,Form_No,Entry_Personnel,Filled_Date,FIR_No,Police_Station,Time_Of_Crash,Date_Of_Crash,Collision_Type,Hit_and_Run,Special_Case,Case File Available,Crash_Severity,No_Of_ Fatalities,No_Of_ Injured,No_Of_Vehicles,Location,Road_Type,Road_1,Road_2,Road_3,GPS_Lat,GPS_Long,Note,No_of_Lanes,Curb_Type,Shoulder_Type,Median_Type,Light_Condition,Weather_Condition,Crash_ID,Distance_From_Landmark,Text97,Veh_Rel_Travel_Dir
25-08-2022,11:17 AM,210297,Anisha,05-May-22,0297,19,06:15,07-09-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Main Road, Towards Sector-24",Metro Pillar No. 472,Pal Colony,29,77,A cyclist was been hit by a car whose driver took the victim to the hospital where he was declared as brought dead by the doctor.,,,,,,,3574,2,N/A,Unknown
25-08-2022,11:17 AM,210319,Anisha,05-May-22,0319,19,11:30,04-10-2021,Single Vehicle Hit Parked Vehicle,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,CSC Shop No. 2,"Sector 5, Rohini",,0,0,A car was been hit by a speeding car which was moving backwards. The pedestrian got stuck between the parked car and the wall. The victim was while taking him to the hospital got dead.,,,,,,,3575,1,N/A,Same Direction
25-08-2022,11:17 AM,210003,Anisha,05-May-22,0003,20,12:15,01-01-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Main 100 Foota Road,Near Sarvodya Kanya Vidhalaya,,29,77,A pedestrian was been hit by a bus where he crushed the pedestrian on the spot and the victim got dead on the spot.,,,,,,,3576,4,North,Same Direction
25-08-2022,11:17 AM,210055,Anisha,05-May-22,0055,20,01:25,23-01-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Baba Colony, Main Gate","Burari, Delhi",,29,77,A motorcyclist was been hit by a truck. The motorcyclist was been taken to the hospital where the doctor declared the victim as dead.,,,,,,,3577,2,North,Unknown
25-08-2022,11:17 AM,210157,Anisha,06-May-22,0157,20,12:22,10-03-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Canara Bank, Main 100 Foota Road","Burari, Delhi",,29,77,A pedesrian was been hit by a tempo. The victim was taken to the hospital by an unknown person in private vehicle where the doctor declared the victim as dead.,,,,,,,3578,2,North,Unknown
25-08-2022,11:17 AM,210159,Anisha,06-May-22,0159,20,19:00,10-03-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Near Burari Flyover,"Burari, Delhi",,29,77,"A motorcyclist was been hit by an unknown vehicle. When taken the victim to the hospital, the doctor declared as brought dead.",,,,,,,3579,0,North,Unknown
25-08-2022,11:17 AM,210187,Anisha,06-May-22,0187,20,23:46,22-03-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Burari, Delhi",,,29,77,A pedestrian was been hit by a motorcyclist. The pedestrain was then taken to the hospital by a public person where the victim was treated but later on the doctor declared that he died during the treatment.,,,,,,,3580,0,North,Unknown
25-08-2022,11:17 AM,210198,Anisha,06-May-22,0198,20,03:00,27-03-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Over Burari Flyover,,,29,77,A motorcyclist was been hit by a tempo and due to which the motorcyclist and a pillion rider got injured. They were taken to the hosptal by an van where one was declared dead by the doctor and the other was injured.,,,,,,,3581,2,North,Unknown
25-08-2022,11:17 AM,210772,Anisha,06-May-22,0772,20,22:15,16-09-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,In front of Burari Petrol Pump,"Burari, Delhi",,29,77,A scooty rider was been hit by a Green colour DTC bus and ran away from the site. The victim was then taken to the hospital by a PCR car where the victim was treated.,,,,,,,3582,0,South,Unknown
25-08-2022,11:17 AM,210784,Anisha,06-May-22,0784,20,01:30,21-09-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Outer Ring Road,Towards Burari to Mukundpur,"Near Chritmas Kabristan, Delhi",29,77,A truck was trying to overtake a vehicle but a scooty rider was behind the truck and due to which the scooty got hit into the truck. The victim was then taken to the hospital and was declared brought dead.,,,,,,,3583,2,South,Same Direction
25-08-2022,11:17 AM,210002,Anisha,06-May-22,0002,22,21:40,17-01-2021,Unknown,FALSE,FALSE,TRUE,Fatal Crash,1,0,2,Unknown,,"Pancheel, Sardar Patel Crossing",Chanakyapuri,,29,77,A scooty rider was been hit by a car. When the victim was taken to the hospital the doctor declared as brought dead.,,,,,,,3584,2,South-West,Unknown
25-08-2022,11:17 AM,210107,Anisha,06-May-22,0107,22,20:30,01-07-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,2,0,2,Unknown,,Satya Marg,Near Shanti Path Crossing,,29,77,A TSR was been hit by a motorcylist. The motorcyclist and the pillion rider were taken to the hospital in different PCR vans where doctor declared them as brought dead.,,,,,,,3585,2,South,Unknown
25-08-2022,11:17 AM,210124,Anisha,06-May-22,0124,22,01:00,14-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Gate No. 29 and 30,Mother Tresa Crescent Road,"Chanakyapuri, New Delhi",29,77,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital by a PCR car where the doctor decalred as patient brought dead.,,,,,,,3586,1,West,Unknown
25-08-2022,11:17 AM,210153,Anisha,06-May-22,0153,22,19:15,24-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Sardar Patel Marg,Towards Dhaula Kuan Road,Near 11 Murti,29,77,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital where the victim was been treated and doctor declared as patient unfit for the statement.,,,,,,,3587,2,West,Unknown
25-08-2022,11:17 AM,210006,Anisha,06-May-22,0006,23,10:45,06-01-2021,Head on Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Khaira Mod to Ghumanhera Road,"T-point, Panadawala Kalan Village",,29,77,A motorcyclist was been hit by a bus who was rash driving on the T-point. The bus hitted the motorcyclist due too which the motorcyclist and the pillion rider fell from the motorcycle. They were taken to the hospital by the same bus where the motorcyclist was declared as brought dead and the pillion rider was treated.,,,,,,,3588,7,South,Opposite Direction
25-08-2022,11:17 AM,210025,Anisha,06-May-22,0025,23,06:24,13-01-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Chintels Company,Raghovpur Village to Gurgaon Road,,29,77,A car got hit by a sign board hoarding and due to which he got overturn and the victim was stuck between the bonnet and driver seat. The victim wa taken out by a firebrigade and then was taken to the hospital where he was declared as dead.,,,,,,,3589,7,West,Not Applicable
25-08-2022,11:17 AM,210044,Anisha,06-May-22,0044,23,,20-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Opposite to Royal Enfield Showroom,Near Sai Dharam Kanta,"Roshanpura, New Delhi",29,77,"A motorcyclist was been crushed by a truck on the spot. The motorcylist was when taken to the hospital, the doctor declared him as brought dead.",,,,,,,3590,2,West,Unknown
25-08-2022,11:17 AM,210058,Anisha,06-May-22,0058,23,10:00,28-01-2021,Head on Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Infront of Gali no. 12,Defence Enclave,,29,77,"A motorcylist and a pilliion rider were been hit by a JCB. The pillion rider was been injured more. When taken to the hospital, the doctor declared her as brought dead.",,,,,,,3591,4,East,Opposite Direction
25-08-2022,11:17 AM,210079,Anisha,06-May-22,0079,23,11:00,11-02-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"H No. RZ G-3, Gali No.14","Prem Nagar, Najafgarh",,29,77,"A pedestrian was been hit by a car which was reversing back. When reaching the hospital with the victim, the doctor declared as brought dead.",,,,,,,3592,5,West,Same Direction
25-08-2022,11:17 AM,210080,Anisha,06-May-22,0080,23,18:22,13-02-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,3,2,Unknown,,Jhuljhuli Gaon Bus Stand,Main Road,,29,77,A car was been hit by a cluster bus. The victims were taken to the hospital where one of the victims died and the other three were injured.,,,,,,,3593,12,West,Same Direction
25-08-2022,11:17 AM,210198,Anisha,06-May-22,0198,23,18:22,26-04-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Old Kakrola Road,Radha Krishan Vatika,,29,77,A motorcyclist was been hit by a car. The motorcyclist was been taken to the hospital where the doctor declared him as brought dead.,,,,,,,3594,5,North,Unknown
25-08-2022,11:17 AM,210285,Anisha,06-May-22,0285,23,20:57,19-06-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Jhatikra Road,Near Raiwala Gaon Road,,29,77,"A motorcyclist was been hit by a truck. When taken the motorcyclist to the hospital, the doctor declared as brought dead.",,,,,,,3595,2,South,Same Direction
25-08-2022,11:17 AM,210342,Anisha,06-May-22,0342,23,22:00,27-07-2021,Head on Collision,FALSE,FALSE,FALSE,Fatal Crash,2,1,2,Unknown,,Jhatikara Road,Towards Paprawat Road,,29,77,A bus while overtaking collided with car which was coming from front. The car's driver and the car's passenger were been taken to the hospital where the car's passenger was declared as brought dead.,,,,,,,3596,1,South,Perpendicular Direction
25-08-2022,11:17 AM,210530,Anisha,06-May-22,0530,23,09:00,13-11-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Deenpur Extension,Near Masjid,,29,77,A disembarked vehicle occupant was getting off from the vehicle when suddenly the driver of the truck started his truck and moved ahead due to which the victim fell and got injured. When taken to the hospital the victim was declared as brought dead.,,,,,,,3597,2,South,Not Applicable
25-08-2022,11:17 AM,210551,Anisha,06-May-22,0551,23,20:30,28-11-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Jhatikara Mod,Near Rewal,,29,77,Two motorcyclist got hit each other. One of the motorcylist was not found on the spot while the other motorcyclist was taken to the hospital where the doctor declared as brought dead.,,,,,,,3598,3,South,Unknown
25-08-2022,11:17 AM,210271,Anisha,06-May-22,0271,24,22:42,18-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Chirag Delhi Flyover,New Delhi,,29,77,A cyclist was been hit by a scooty rider. The cyclist was then taken to the hospital where the doctor declared him as dead.,,,,,,,3599,2,North-West,Unknown
25-08-2022,11:17 AM,210026,Anisha,06-May-22,0026,24,18:00,22-01-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,K-1 Road,Infront of Ramanuj College,,29,77,"A motorcyclist and a pillion rider was been hit by a truck driver from back and crushed upon the head of the pillion rider. When reaching to the hospital, the doctor declared the pillion rider as brought dead.",,,,,,,3600,1,East,Same Direction
25-08-2022,11:17 AM,2100136,Anisha,06-May-22,0136,24,06:10,02-05-2021,Head on Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"M-Block Market, Main Road","GK-2, New Delhi",,29,77,"A cycle rickshaw was been hit by a truck due to which the passenger in the cycle rickshaw got injured. When taken to the hospital, the doctor checked him and declared as dead.",,,,,,,3601,1,West,Opposite Direction
25-08-2022,11:17 AM,210237,Anisha,07-May-22,0237,24,02:00,11-07-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,2,2,Unknown,,"Chaurha, Near Market No. 1",Bipin Chandra Marg,Chitranjan Park,29,77,A scooty and a motorcycle were found in an accidental condition and their riders and pillion rider were taken to the hospital where the motorcyclist was declared as dead and the other two were been treated.,,,,,,,3602,1,North-East,Unknown
25-08-2022,11:17 AM,210245,Anisha,07-May-22,0245,24,15:15,27-07-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,2,2,Unknown,,"K-1 Road, Nehru Apartment",Near Police Booth,"B-block, CR Park",29,77,A auto rickshaw was been hit by a car. The passenger and the driver of the auto rickshaw were taken to the hospital by an unknown where the rickshaw driver was declared dead during the treatment and the passengers were been treated.,,,,,,,3603,2,N/A,Unknown
25-08-2022,11:17 AM,210309,Anisha,07-May-22,0309,24,09:00,11-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of H No. D-704,"CR Park, New Delhi",,29,77,A pedestrian was been hit by an unknown vehicle and the caller who gave the information took the pedestrian to the hospital where the victim was treated.,,,,,,,3604,1,East,Unknown
25-08-2022,11:17 AM,210037,Anisha,07-May-22,0037,25,23:30,06-02-2021,Right Angle Crash,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Near Metro Station, Civil Lines",Under Hill Road,Cut Inner Rng Road,29,77,A motorcyclist and it's pillion rider were been hit when the car which was in their front took a U-turn without giving any indicator. They fell from the motorcycle and the rider came under the mortorcycle and the pillion rider was injured brutally.,,,,,,,3605,1,N/A,Same Direction
25-08-2022,11:17 AM,210066,Anisha,07-May-22,0066,25,22:30,14-03-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Outer Ring Road Cut,In fornt of CNG Pump,,29,77,A motorcyclist and a pillion rider got hit by the truck when the truck's driver suddenly put break and was trying to take turn. The motorcyclist and the pillion rider fell from the bike and were injured. The truck's driver ran away from the spot. They were taken to the hospital by the ambulance where they were been treated.,,,,,,,3606,1,N/A,Same Direction
25-08-2022,11:17 AM,210079,Anisha,07-May-22,0079,25,15:12,29-03-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Infront of Hotel Meridian,Oberoi Gate,"Civil Lines, Delhi",29,77,A motorcyclist and a car met with a crash and the motorcyclist was taken to the hospital by a public person. The doctor declared him as brought dead.,,,,,,,3607,1,N/A,Unknown
25-08-2022,11:17 AM,210098,Anisha,07-May-22,0098,25,22:00,12-04-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Bonta Park to Mori Gate,,,29,77,A motorcyclist was been hit by a cluster bus. The motorcyclist was been taken to the hospital by the police where the victim was being treated.,,,,,,,3608,2,N/A,Unknown
25-08-2022,11:17 AM,210244,Anisha,07-May-22,0244,25,18:30,24-06-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Infront of Vidhan Sabha,Towards ISBT Road,,29,77,A motorcyclist got hit by an unknwon vehicle and the motorcyclist was been taken to the hospital by a public person.,,,,,,,3609,1,N/A,Unknown
25-08-2022,11:17 AM,210240,Anisha,07-May-22,0240,25,16:20,19-06-2021,Others,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Tees Hazari Red Light,"Civil Lines, Delhi",,29,77,A pillion rider fell from the motorcycle and was taken to the hospital by the motorcycle rider. The victim was been treated at the hospital where the doctor declared as patient unfit for the statement.,,,,,,,3610,2,N/A,Not Applicable
25-08-2022,11:17 AM,210302,Anisha,07-May-22,0302,25,14:27,11-08-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of LG House,"Civil Lines, Delhi",,29,77,An E-rickshaw driver got stuck and injured due to the overturn of the rickshaw. The victim was taken to the hospital and was given first aid.,,,,,,,3611,2,South-West,Not Applicable
25-08-2022,11:17 AM,210414,Anisha,07-May-22,0414,25,23:20,13-10-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Outer Ring Road,Near Gita Ghat Rain Basera,"Civil Lines, Delhi",29,77,A pedestrian was been hit by a truck driver and was taken to the hospital by a police car where the pedestrian was declared as brought dead.,,,,,,,3612,1,N/A,Unknown
25-08-2022,11:17 AM,210422,Anisha,07-May-22,0422,25,00:22,21-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Outer Ring Road, Gurudwara",Towards Kashmiri Gate Road,,29,77,A disembarked vehicle occupant was been hit by tempo who was coming at a very high speed.,,,,,,,3613,2,North-East,Same Direction
25-08-2022,11:17 AM,210426,Anisha,07-May-22,0426,25,17:45,25-10-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Parshavnath Building,Chappin Phari Road,"Aruna nagar, Majnu Ka Tila",29,77,A pedestrian was been hit by a speeding car and crushed upon the pedestrian's head. The pedestrian died on the spot.,,,,,,,3614,1,N/A,Same Direction
25-08-2022,11:17 AM,210428,Anisha,07-May-22,0428,25,20:50,27-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,At round about to MCD Office Road,,,29,77,The pedestrians were been hit by an unknown vehicle and were been taken to the hospital where one of the pedestrian died during the treatment and the other was been treated.,,,,,,,3615,2,North-East,Unknown
25-08-2022,11:17 AM,210250,Anisha,07-May-22,0250,25,00:00,20-06-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near MCD Office,Civil Lines,,29,77,A pedestrian was been hit by an unknown vehicle and was been taken to the hospital,,,,,,,3616,1,N/A,Unknown
25-08-2022,11:17 AM,210013,Anisha,07-May-22,0013,26,05:15,02-02-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,Janpath Road,Infront of Western Court,,29,77,"The motorcyclist was driving at a high speed and in wrong way and due to this the car which was coming in front of them it's headlight disbalanced the motorcyclist. Due to this, the motorcyclist and the pillion rider got hit on the divider and the police car took them to the hospital. The motorcyclist was declared as brought dead and the pillion rider was been treated.",,,,,,,3618,1,N/A,Same Direction
25-08-2022,11:17 AM,210139,Anisha,08-May-22,0139,26,08:30,25-07-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Janpath Road,Infront of Saravana Bhawan Restaurant,Cannaught Place,29,77,A cyclist was been hit by a car driver who was coming at a speed from behind. The victim was taken to the hospital by the same car and the doctor declared him as brought dead.,,,,,,,3619,1,North-East,Same Direction
25-08-2022,11:17 AM,210170,Anisha,08-May-22,0170,26,20:20,04-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Outer Circle,Infront of Pankuiya Road,"Cannaught Place, New Delhi",29,77,A  pedestrian was been hit by an unknown vehicle and was taken to the hospital where the victim was declared dead by the doctor.,,,,,,,3620,1,South,Unknown
25-08-2022,11:17 AM,210189,Anisha,08-May-22,0189,26,06:00,24-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Middle Circle, Near K-Block",,,0,0,A car and an auto met with a crash due to which the auto overturned and hit a pedestrian. The pedestrian died on the spot and when taken to the hospital the doctor declared as brought dead.,,,,,,,3621,1,North,Unknown
25-08-2022,11:17 AM,210022,Anisha,08-May-22,0022,28,09:00,14-01-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,Dabri Dwarka Road,Near Traffic Signal,"Sitapuri, New Delhi",29,77,,,,,,,,3622,1,South,Opposite Direction
25-08-2022,11:17 AM,210234,Anisha,08-May-22,0234,28,15:19,19-04-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Dwarkapuri Bus Stop,"Dabri, Dwarka to Dabri Road",New Delhi,29,77,A pedestrian was been hit by an unknown vehile and was taken to the hospital where the victim ws declared during the treatment.,,,,,,,3623,4,South-East,Unknown
25-08-2022,11:17 AM,210399,Anisha,08-May-22,0399,28,20:00,13-06-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,In front of Mandir,Shani Mandir Bazar Chowk,Mahavir Enclave,29,77,A pedestrian was hit by an car and the pedestrian was found dead in the next morning.,,,,,,,3624,3,West,Unknown
25-08-2022,11:17 AM,210547,Anisha,09-May-22,0547,28,23:59,08-07-2021,Others,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Palam Dabri Road,,,29,77,"A motorcyclist and a pillion rider fell from the motorcycle on their own and the pillion rider got injured. On reaching to the hospital, the doctor declared the pillion rider as brought dead.",,,,,,,3625,1,N/A,Not Applicable
25-08-2022,11:17 AM,210752,Anisha,09-May-22,0752,28,03:45,10-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Sabji Mandir,Infront of Dabri Mod,,26,78,A pedestrian was hit by an unknown vehicle and admitted to the hospital where the doctor declared as patient unfit for the statement and was also having smell of alcohol.,,,,,,,3626,0,N/A,Unknown
25-08-2022,11:17 AM,210779,Anisha,09-May-22,0779,28,18:00,15-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Dada Dev Hospital,New Delhi,,29,77,A pedestrian was been hit by an unknown vehicle and was taken to the hospital where the doctor declared as patient unfit for the statement.,,,,,,,3627,1,South,Unknown
25-08-2022,11:17 AM,210865,Anisha,09-May-22,0865,28,14:40,10-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Infront of Shop No.162, Banti Medicose",Gate No. 3,,29,77,A pedestrian was been hit by a truck driver who was coming at a very high speedand the pedestrian died on the spot.,,,,,,,3628,3,N/A,Opposite Direction
25-08-2022,11:17 AM,210940,Anisha,09-May-22,0940,28,03:00,02-11-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Nala Road Power House Red Light,,,29,77,A motorcyclist was been hit by an unknown vehicle and was found on the road by a public person.,,,,,,,3629,2,South,Unknown
25-08-2022,11:17 AM,211013,Anisha,09-May-22,1013,28,06:00,02-12-2021,Others,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,Towards Dabri Power House Road,New Delhi,,29,77,A motorcyclist and a pillion rider were self injured and were taken to the hospital by private ambulance where the pillion rider was declared as dead and the motoryclist was declared as patient unfit for the statement.,,,,,,,3630,1,South,Not Applicable
25-08-2022,11:17 AM,211083,Anisha,09-May-22,1083,28,11:45,18-12-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,40 Foota Road,Infront of PS Bindapur,,29,77,A scooty rider was been hit by an unknown vehice and when taken to the hospital the victim was declared as brought dead.,,,,,,,3631,2,South-West,Unknown
25-08-2022,11:17 AM,210115,Anisha,09-May-22,0115,29,,26-04-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Outer Ring Road,Near Rajghat Road,,29,77,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital by the ambulance and was treated there.,,,,,,,3632,2,East,Unknown
25-08-2022,11:17 AM,210181,Anisha,09-May-22,0181,29,15:30,14-06-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Outer Ring Road,Near DTC Rajghat,"Bus Depot, Near U-turn",29,77,A motorcyclist was been hit by an unknown vehicle. The victim was been taken to the hospital by auto. The doctor declared the victim as unfit to give statement.,,,,,,,3633,2,East,Unknown
25-08-2022,11:17 AM,210231,Anisha,09-May-22,0231,29,22:45,06-07-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Mahatma Gandhi Marg,After cut Rajghat To Kashmiri Gate,,29,77,Two scooty riders met with a crash and one of the scooty riderswas taken to the hospital by the PCR van. The victim was been treated and where doctor declared as patient unfit for the statement.,,,,,,,3634,2,North-East,Unknown
25-08-2022,11:17 AM,210337,Anisha,09-May-22,0337,29,00:45,27-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Mahatma Gandhi Road,Shanti Van Red Light,Darya Ganj,29,77,A pedestrian was been hit by a tempo driver while he was walking on the road. The victim was taken to the hospital by ambulance where he was deckared as brought dead.,,,,,,,3635,0,North-East,Unknown
25-08-2022,11:17 AM,210349,Anisha,09-May-22,0349,29,16:38,27-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Delhi Gate Red Light,NS Marg Towards Red Fort,,29,77,A pedestrian was been hit by an unknown vehicle. A public person took the victim to the hospital where the doctor declaredhim as brought dead.,,,,,,,3636,0,West,Unknown
25-08-2022,11:17 AM,210436,Anisha,09-May-22,0436,29,19:03,09-11-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Outer Ring Road,Near Rajghat Bus Depot,"U-turn, Daryaganj",29,77,A pedestrian was been hit by an unknown vehicle. The police van took the victim to the hospital where the doctor declared as dead.,,,,,,,3637,1,East,Unknown
25-08-2022,11:17 AM,210521,Anisha,09-May-22,0521,29,00:20,19-12-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Shanti Van Red Light, Daryaganj",,,29,77,A motorcyclist was been hit by a truck driver. The victim was taken to the hospital by the ambulance where the doctor declared as patient unfit for the statement.,,,,,,,3638,1,North-East,Unknown
25-08-2022,11:17 AM,210231,Anisha,10-May-22,0231,30,13:30,14-06-2021,Others,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Wazirabad Road,Near Brijpuri T-point,,29,77,A motorcyclist got slipped on the road and got injured on his own. The victim was taken to the hospital by the ambulance where the doctor declared as patient not fit for the statement.,,,,,,,3639,3,N/A,Not Applicable
25-08-2022,11:17 AM,210251,Anisha,10-May-22,0251,30,10:15,29-06-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Main Wazirabad Road,Near U-turn,Infront of Royal Enfield Showroom,29,77,A TSR was been hit by an unknown vehicle. The auto driver and the passenger was taken to the hospital where the doctor declared the auto driver as brought dead and the passenger was been declared as unfit to give statement.,,,,,,,3640,3,N/A,Unknown
25-08-2022,11:17 AM,210125,Anisha,10-May-22,0125,30,16:30,14-03-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Brijpuri Puliya, Main Road",,,29,77,A pedestrian was been hit by an unknown vehicle. The victim was taken to the hospital by an unknown person where the doctor declared as patient unconscious.,,,,,,,3641,2,North-East,Unknown
25-08-2022,11:17 AM,210144,Anisha,10-May-22,0144,30,11:00,02-04-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Karwal Nagar Road,Near Senior Secondary School,Dayalpur,29,77,A pedestrian was been hit by a black colour car. The victim was taken to the hospital by an unknown vehicle.,,,,,,,3642,3,North,Unknown
25-08-2022,11:17 AM,210032,Anisha,10-May-22,0032,31,12:15,07-03-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,BRT Road,Near Union Bank Of India Complex,,29,77,A motorcyclist was been hit by an unknown vehicle. The victim was been taken to the hospital where the doctor declared as patient unfir for the statement.,,,,,,,3643,1,South,Unknown
25-08-2022,11:17 AM,210030,Anisha,10-May-22,0030,31,17:30,04-03-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Near Delhi Jal Board Office,New Delhi,,29,77,A motorcyclist was been by water tanker from behind. The pillion rider took the rider to the rider to the hospital on auto where the doctor declared the motorcyclist as brought dead.,,,,,,,3644,1,South,Same Direction
25-08-2022,11:17 AM,210138,Anisha,10-May-22,0138,31,11:42,09-07-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Infront of Delhi Jal Board,BRT Road,Near moolchand Flyover,29,77,A motorcyclist was been hit by an unknown vehicle. The motorcyclist was been taken to the hospital where the victim was declared as brought dead.,,,,,,,3645,0,,Unknown
